time,Cm,Cd,Cl,Cl_f,Cl_r,source
2.28,5.10839141e-08,1.5432907,-2.53328684e-06,-1.2155595e-06,-1.31772733e-06,forceCoeffs-old.dat
2.29,5.09715166e-08,1.54369169,-2.50712695e-06,-1.20259196e-06,-1.30453499e-06,forceCoeffs-old.dat
2.3,5.08606465e-08,1.54408404,-2.52472413e-06,-1.21150142e-06,-1.31322271e-06,forceCoeffs-old.dat
2.31,5.07514139e-08,1.54447494,-2.54569874e-06,-1.22209796e-06,-1.32360078e-06,forceCoeffs-old.dat
2.32,5.06439423e-08,1.54485605,-2.56161859e-06,-1.23016535e-06,-1.33145324e-06,forceCoeffs-old.dat
2.33,5.05381268e-08,1.54523545,-2.5740312e-06,-1.23647747e-06,-1.33755373e-06,forceCoeffs-old.dat
2.34,5.04340601e-08,1.54559754,-2.58019842e-06,-1.23966515e-06,-1.34053327e-06,forceCoeffs-old.dat
2.35,5.03318157e-08,1.54595709,-2.60370929e-06,-1.25152283e-06,-1.35218646e-06,forceCoeffs-old.dat
2.36,5.02314112e-08,1.54632163,-2.61865502e-06,-1.2590961e-06,-1.35955892e-06,forceCoeffs-old.dat
2.37,5.01326937e-08,1.54666185,-2.61131238e-06,-1.2555235e-06,-1.35578889e-06,forceCoeffs-old.dat
2.38,5.00357322e-08,1.54699961,-2.63453276e-06,-1.26723065e-06,-1.36730211e-06,forceCoeffs-old.dat
2.39,4.99403013e-08,1.54734828,-2.64166529e-06,-1.27089234e-06,-1.37077295e-06,forceCoeffs-old.dat
2.4,4.9846414e-08,1.54766909,-2.64736034e-06,-1.27383376e-06,-1.37352659e-06,forceCoeffs-old.dat
2.41,4.97541632e-08,1.5479896,-2.66159142e-06,-1.28104154e-06,-1.38054987e-06,forceCoeffs-old.dat
2.42,4.96637189e-08,1.54831153,-2.67343131e-06,-1.28705194e-06,-1.38637938e-06,forceCoeffs-old.dat
2.43,4.9574625e-08,1.54861414,-2.66928659e-06,-1.28506867e-06,-1.38421792e-06,forceCoeffs-old.dat
2.44,4.94871114e-08,1.54891846,-2.70213589e-06,-1.30158084e-06,-1.40055506e-06,forceCoeffs-old.dat
2.45,4.94011337e-08,1.54921723,-2.70919834e-06,-1.30519804e-06,-1.4040003e-06,forceCoeffs-old.dat
2.46,4.93166283e-08,1.54950382,-2.72086116e-06,-1.31111395e-06,-1.40974721e-06,forceCoeffs-old.dat
2.47,4.92333757e-08,1.54978625,-2.74276059e-06,-1.32214692e-06,-1.42061367e-06,forceCoeffs-old.dat
2.48,4.91515494e-08,1.55006275,-2.73676037e-06,-1.31922864e-06,-1.41753174e-06,forceCoeffs-old.dat
2.49,4.90708413e-08,1.55032971,-2.75508493e-06,-1.32847162e-06,-1.4266133e-06,forceCoeffs-old.dat
2.5,4.89913979e-08,1.55059018,-2.75839536e-06,-1.33020628e-06,-1.42818908e-06,forceCoeffs-old.dat
2.51,4.89131732e-08,1.55084679,-2.76387208e-06,-1.33302286e-06,-1.43084921e-06,forceCoeffs-old.dat
2.52,4.88365778e-08,1.55109277,-2.78774346e-06,-1.34503515e-06,-1.44270831e-06,forceCoeffs-old.dat
2.53,4.87610266e-08,1.55134317,-2.79665442e-06,-1.34956618e-06,-1.44708824e-06,forceCoeffs-old.dat
2.54,4.86865878e-08,1.55157698,-2.7999357e-06,-1.35128126e-06,-1.44865444e-06,forceCoeffs-old.dat
2.55,4.86135325e-08,1.55180776,-2.82358816e-06,-1.36318055e-06,-1.46040761e-06,forceCoeffs-old.dat
2.56,4.85414458e-08,1.55203293,-2.79698166e-06,-1.34994938e-06,-1.44703228e-06,forceCoeffs-old.dat
2.57,4.84701421e-08,1.55224085,-2.83961592e-06,-1.37133782e-06,-1.4682781e-06,forceCoeffs-old.dat
2.58,4.83999035e-08,1.55245617,-2.83214145e-06,-1.36767082e-06,-1.46447063e-06,forceCoeffs-old.dat
2.59,4.83305286e-08,1.55265869,-2.85221393e-06,-1.37777643e-06,-1.47443749e-06,forceCoeffs-old.dat
2.6,4.82621286e-08,1.55285492,-2.85904669e-06,-1.38126121e-06,-1.47778547e-06,forceCoeffs-old.dat
2.61,4.8194524e-08,1.55304592,-2.86708874e-06,-1.38534985e-06,-1.48173889e-06,forceCoeffs-old.dat
2.62,4.81278162e-08,1.55322868,-2.86793604e-06,-1.3858402e-06,-1.48209584e-06,forceCoeffs-old.dat
2.63,4.80618186e-08,1.55340359,-2.8910598e-06,-1.39746808e-06,-1.49359172e-06,forceCoeffs-old.dat
2.64,4.79966074e-08,1.55357557,-2.89064495e-06,-1.39732587e-06,-1.49331908e-06,forceCoeffs-old.dat
2.65,4.79317997e-08,1.55373642,-2.90685564e-06,-1.40549602e-06,-1.50135962e-06,forceCoeffs-old.dat
2.66,4.78676996e-08,1.55389272,-2.90880487e-06,-1.40653474e-06,-1.50227014e-06,forceCoeffs-old.dat
2.67,4.78043576e-08,1.55404314,-2.89984381e-06,-1.40211755e-06,-1.49772626e-06,forceCoeffs-old.dat
2.68,4.77410756e-08,1.554192,-2.92856685e-06,-1.41654235e-06,-1.5120245e-06,forceCoeffs-old.dat
2.69,4.76782379e-08,1.55432344,-2.94096849e-06,-1.42280601e-06,-1.51816248e-06,forceCoeffs-old.dat
2.7,4.76160444e-08,1.55445584,-2.94385109e-06,-1.4243095e-06,-1.51954159e-06,forceCoeffs-old.dat
2.71,4.75541636e-08,1.55458044,-2.93728262e-06,-1.42108715e-06,-1.51619547e-06,forceCoeffs-old.dat
2.72,4.74924323e-08,1.55470288,-2.95783851e-06,-1.43142682e-06,-1.52641169e-06,forceCoeffs-old.dat
2.73,4.74307433e-08,1.55482133,-2.96669822e-06,-1.43591837e-06,-1.53077985e-06,forceCoeffs-old.dat
2.74,4.73691301e-08,1.55491979,-2.96867314e-06,-1.43696744e-06,-1.5317057e-06,forceCoeffs-old.dat
2.75,4.73078132e-08,1.55501948,-2.98348182e-06,-1.4444331e-06,-1.53904872e-06,forceCoeffs-old.dat
2.76,4.72464915e-08,1.55511201,-2.98891735e-06,-1.44721218e-06,-1.54170517e-06,forceCoeffs-old.dat
2.77,4.71851642e-08,1.555196,-2.98139559e-06,-1.44351263e-06,-1.53788296e-06,forceCoeffs-old.dat
2.78,4.71239333e-08,1.55528694,-3.00083992e-06,-1.45329602e-06,-1.54754389e-06,forceCoeffs-old.dat
2.79,4.70624129e-08,1.55536259,-2.99888401e-06,-1.45237959e-06,-1.54650442e-06,forceCoeffs-old.dat
2.8,4.70003504e-08,1.55543146,-3.01907663e-06,-1.46253797e-06,-1.55653867e-06,forceCoeffs-old.dat
2.81,4.69379592e-08,1.55549386,-3.02203745e-06,-1.46408077e-06,-1.55795668e-06,forceCoeffs-old.dat
2.82,4.68754211e-08,1.55555031,-3.00280431e-06,-1.45452674e-06,-1.54827758e-06,forceCoeffs-old.dat
2.83,4.68123151e-08,1.55560687,-3.03185357e-06,-1.46911447e-06,-1.5627391e-06,forceCoeffs-old.dat
2.84,4.67487496e-08,1.55564994,-3.03813636e-06,-1.47231943e-06,-1.56581693e-06,forceCoeffs-old.dat
2.85,4.66848012e-08,1.5556884,-3.04165218e-06,-1.47414129e-06,-1.56751089e-06,forceCoeffs-old.dat
2.86,4.66205639e-08,1.55572807,-3.05346616e-06,-1.48011252e-06,-1.57335364e-06,forceCoeffs-old.dat
2.87,4.65554598e-08,1.55575603,-3.05294545e-06,-1.47991727e-06,-1.57302819e-06,forceCoeffs-old.dat
2.88,4.64897493e-08,1.55577269,-3.0577722e-06,-1.48239635e-06,-1.57537585e-06,forceCoeffs-old.dat
2.89,4.64235237e-08,1.55578923,-3.06421842e-06,-1.48568569e-06,-1.57853273e-06,forceCoeffs-old.dat
2.9,4.63565879e-08,1.55579872,-3.06518445e-06,-1.48623564e-06,-1.57894881e-06,forceCoeffs-old.dat
2.91,4.62888561e-08,1.55580556,-3.07969693e-06,-1.49355961e-06,-1.58613732e-06,forceCoeffs-old.dat
2.92,4.62202443e-08,1.55580506,-3.07848287e-06,-1.49302119e-06,-1.58546168e-06,forceCoeffs-old.dat
2.93,4.61506501e-08,1.55579748,-3.08067603e-06,-1.49418737e-06,-1.58648867e-06,forceCoeffs-old.dat
2.94,4.60801594e-08,1.55578507,-3.08370174e-06,-1.49577071e-06,-1.58793103e-06,forceCoeffs-old.dat
2.95,4.60087061e-08,1.55576714,-3.08629645e-06,-1.49713952e-06,-1.58915693e-06,forceCoeffs-old.dat
2.96,4.59360115e-08,1.55574142,-3.09597832e-06,-1.50205315e-06,-1.59392517e-06,forceCoeffs-old.dat
2.97,4.58622663e-08,1.55571719,-3.08925243e-06,-1.49876395e-06,-1.59048848e-06,forceCoeffs-old.dat
2.98,4.57875413e-08,1.5556831,-3.10066837e-06,-1.50454664e-06,-1.59612173e-06,forceCoeffs-old.dat
2.99,4.57117578e-08,1.55564904,-3.08762223e-06,-1.49809936e-06,-1.58952287e-06,forceCoeffs-old.dat
3.0,4.56346337e-08,1.55560947,-3.08826556e-06,-1.49849815e-06,-1.58976742e-06,forceCoeffs-old.dat
3.01,4.55559447e-08,1.55554523,-3.11556903e-06,-1.51222857e-06,-1.60334046e-06,forceCoeffs-old.dat
3.02,4.54761028e-08,1.55548977,-3.12737148e-06,-1.51820963e-06,-1.60916184e-06,forceCoeffs-old.dat
3.03,4.53949891e-08,1.55542631,-3.13275357e-06,-1.52098179e-06,-1.61177177e-06,forceCoeffs-old.dat
3.04,4.53125633e-08,1.55536493,-3.11861625e-06,-1.51399556e-06,-1.60462069e-06,forceCoeffs-old.dat
3.05,4.52285455e-08,1.55529485,-3.13126584e-06,-1.52040438e-06,-1.61086147e-06,forceCoeffs-old.dat
3.06,4.51430149e-08,1.55521764,-3.1255507e-06,-1.51763233e-06,-1.60791836e-06,forceCoeffs-old.dat
3.07,4.50558756e-08,1.55513624,-3.12192684e-06,-1.51590754e-06,-1.60601929e-06,forceCoeffs-old.dat
3.08,4.49671029e-08,1.55505151,-3.13152465e-06,-1.52079522e-06,-1.61072943e-06,forceCoeffs-old.dat
3.09,4.48768305e-08,1.55495685,-3.12316839e-06,-1.51670736e-06,-1.60646102e-06,forceCoeffs-old.dat
3.1,4.47850242e-08,1.55485848,-3.1457608e-06,-1.52809538e-06,-1.61766543e-06,forceCoeffs-old.dat
3.11,4.46918367e-08,1.55475897,-3.10839685e-06,-1.50950659e-06,-1.59889026e-06,forceCoeffs-old.dat
3.12,4.45967096e-08,1.55465538,-3.13903418e-06,-1.52492038e-06,-1.6141138e-06,forceCoeffs-old.dat
3.13,4.44998613e-08,1.55454557,-3.13551096e-06,-1.52325562e-06,-1.61225534e-06,forceCoeffs-old.dat
3.14,4.44013297e-08,1.55442913,-3.136857e-06,-1.52402717e-06,-1.61282983e-06,forceCoeffs-old.dat
3.15,4.4301007e-08,1.55430653,-3.13516081e-06,-1.5232794e-06,-1.61188141e-06,forceCoeffs-old.dat
3.16,4.41989131e-08,1.55418269,-3.14695135e-06,-1.52927676e-06,-1.61767459e-06,forceCoeffs-old.dat
3.17,4.40952037e-08,1.55405916,-3.14185462e-06,-1.52683211e-06,-1.61502251e-06,forceCoeffs-old.dat
3.18,4.39893645e-08,1.55391988,-3.14278241e-06,-1.52740184e-06,-1.61538057e-06,forceCoeffs-old.dat
3.19,4.38819965e-08,1.55377974,-3.13639636e-06,-1.52431619e-06,-1.61208018e-06,forceCoeffs-old.dat
3.2,4.37723517e-08,1.5536425,-3.15384059e-06,-1.53314794e-06,-1.62069265e-06,forceCoeffs-old.dat
3.21,4.36605367e-08,1.55348605,-3.1423398e-06,-1.52750936e-06,-1.61483043e-06,forceCoeffs-old.dat
3.22,4.35472938e-08,1.55333827,-3.1391445e-06,-1.52602496e-06,-1.61311954e-06,forceCoeffs-old.dat
3.23,4.34322139e-08,1.55318503,-3.13577341e-06,-1.52445449e-06,-1.61131892e-06,forceCoeffs-old.dat
3.24,4.33148484e-08,1.55302164,-3.14728632e-06,-1.53032831e-06,-1.61695801e-06,forceCoeffs-old.dat
3.25,4.31954397e-08,1.55285602,-3.14311295e-06,-1.52836104e-06,-1.61475192e-06,forceCoeffs-old.dat
3.26,4.30742656e-08,1.55268563,-3.12595436e-06,-1.51990291e-06,-1.60605144e-06,forceCoeffs-old.dat
3.27,4.29511659e-08,1.55251514,-3.11076078e-06,-1.51242922e-06,-1.59833156e-06,forceCoeffs-old.dat
3.28,4.28259432e-08,1.55233148,-3.14837105e-06,-1.53135958e-06,-1.61701147e-06,forceCoeffs-old.dat
3.29,4.26989017e-08,1.55214975,-3.13651419e-06,-1.52555819e-06,-1.610956e-06,forceCoeffs-old.dat
3.3,4.25698632e-08,1.55195895,-3.15557466e-06,-1.53521747e-06,-1.6203572e-06,forceCoeffs-old.dat
3.31,4.24387348e-08,1.55177267,-3.13736981e-06,-1.52624617e-06,-1.61112364e-06,forceCoeffs-old.dat
3.32,4.23059814e-08,1.55158079,-3.1330064e-06,-1.52419722e-06,-1.60880918e-06,forceCoeffs-old.dat
3.33,4.21713123e-08,1.55137797,-3.10545308e-06,-1.51055523e-06,-1.59489785e-06,forceCoeffs-old.dat
3.34,4.20348758e-08,1.55117328,-3.09827324e-06,-1.50710175e-06,-1.5911715e-06,forceCoeffs-old.dat
3.35,4.18955334e-08,1.55097209,-3.12511082e-06,-1.52065988e-06,-1.60445094e-06,forceCoeffs-old.dat
3.36,4.17539235e-08,1.55076232,-3.1202452e-06,-1.51836868e-06,-1.60187652e-06,forceCoeffs-old.dat
3.37,4.16100609e-08,1.55054172,-3.1196254e-06,-1.51820264e-06,-1.60142276e-06,forceCoeffs-old.dat
3.38,4.14641155e-08,1.55032602,-3.12178527e-06,-1.51942852e-06,-1.60235675e-06,forceCoeffs-old.dat
3.39,4.13160572e-08,1.55010609,-3.12395297e-06,-1.52066043e-06,-1.60329254e-06,forceCoeffs-old.dat
3.4,4.11657146e-08,1.54987732,-3.12190636e-06,-1.51978747e-06,-1.60211889e-06,forceCoeffs-old.dat
3.41,4.10145166e-08,1.54964835,-3.09595731e-06,-1.50696414e-06,-1.58899317e-06,forceCoeffs-old.dat
3.42,4.08619885e-08,1.54941567,-3.08147859e-06,-1.49987731e-06,-1.58160129e-06,forceCoeffs-old.dat
3.43,4.07075871e-08,1.54917787,-3.07663649e-06,-1.49761066e-06,-1.57902583e-06,forceCoeffs-old.dat
3.44,4.05496583e-08,1.54893933,-3.10804258e-06,-1.51347163e-06,-1.59457095e-06,forceCoeffs-old.dat
3.45,4.03893069e-08,1.54869614,-3.10230264e-06,-1.51076201e-06,-1.59154063e-06,forceCoeffs-old.dat
3.46,4.02273606e-08,1.54844833,-3.07615644e-06,-1.49785086e-06,-1.57830558e-06,forceCoeffs-old.dat
3.47,4.00637557e-08,1.54819614,-3.08130811e-06,-1.5005903e-06,-1.58071781e-06,forceCoeffs-old.dat
3.48,3.98989071e-08,1.54794202,-3.06877491e-06,-1.49448855e-06,-1.57428636e-06,forceCoeffs-old.dat
3.49,3.97323237e-08,1.54768479,-3.05155014e-06,-1.48604275e-06,-1.56550739e-06,forceCoeffs-old.dat
3.5,3.95622264e-08,1.54742251,-3.09252542e-06,-1.50670048e-06,-1.58582494e-06,forceCoeffs-old.dat
3.51,3.93897917e-08,1.54716261,-3.08295872e-06,-1.50208957e-06,-1.58086915e-06,forceCoeffs-old.dat
3.52,3.92165816e-08,1.54689518,-3.04958283e-06,-1.48557483e-06,-1.564008e-06,forceCoeffs-old.dat
3.53,3.90417784e-08,1.54662506,-3.04136431e-06,-1.48164038e-06,-1.55972393e-06,forceCoeffs-old.dat
3.54,3.8864881e-08,1.54635337,-3.03919648e-06,-1.48073336e-06,-1.55846312e-06,forceCoeffs-old.dat
3.55,3.86852259e-08,1.54607736,-3.04703402e-06,-1.48483178e-06,-1.56220224e-06,forceCoeffs-old.dat
3.56,3.85030983e-08,1.5458051,-3.06107307e-06,-1.49203344e-06,-1.56903963e-06,forceCoeffs-old.dat
3.57,3.83188059e-08,1.54550861,-3.05465261e-06,-1.4890075e-06,-1.56564511e-06,forceCoeffs-old.dat
3.58,3.81333809e-08,1.54521885,-3.04163066e-06,-1.48268195e-06,-1.55894871e-06,forceCoeffs-old.dat
3.59,3.79456322e-08,1.54493588,-3.0623908e-06,-1.49324977e-06,-1.56914103e-06,forceCoeffs-old.dat
3.6,3.7755822e-08,1.54464787,-3.04613245e-06,-1.48531041e-06,-1.56082205e-06,forceCoeffs-old.dat
3.61,3.75652468e-08,1.54435122,-3.01285047e-06,-1.46885999e-06,-1.54399048e-06,forceCoeffs-old.dat
3.62,3.73731626e-08,1.54405324,-3.00630303e-06,-1.46577835e-06,-1.54052468e-06,forceCoeffs-old.dat
3.63,3.71794089e-08,1.54375359,-2.9961491e-06,-1.46089514e-06,-1.53525396e-06,forceCoeffs-old.dat
3.64,3.69836565e-08,1.54344963,-3.00717591e-06,-1.4666043e-06,-1.54057161e-06,forceCoeffs-old.dat
3.65,3.678582e-08,1.54314597,-2.99754491e-06,-1.46198664e-06,-1.53555828e-06,forceCoeffs-old.dat
3.66,3.65866597e-08,1.54283773,-2.98041731e-06,-1.45362199e-06,-1.52679531e-06,forceCoeffs-old.dat
3.67,3.63859481e-08,1.54252661,-2.97510575e-06,-1.45116693e-06,-1.52393882e-06,forceCoeffs-old.dat
3.68,3.61835652e-08,1.54221277,-2.96826466e-06,-1.44794877e-06,-1.5203159e-06,forceCoeffs-old.dat
3.69,3.59792939e-08,1.54189493,-2.96091861e-06,-1.44448001e-06,-1.5164386e-06,forceCoeffs-old.dat
3.7,3.57728235e-08,1.54158112,-2.96729435e-06,-1.44787435e-06,-1.51942e-06,forceCoeffs-old.dat
3.71,3.55649166e-08,1.54125334,-2.9604829e-06,-1.44467653e-06,-1.51580637e-06,forceCoeffs-old.dat
3.72,3.53551327e-08,1.54093924,-2.97576609e-06,-1.45252791e-06,-1.52323818e-06,forceCoeffs-old.dat
3.73,3.51436082e-08,1.54061407,-2.96306423e-06,-1.44638851e-06,-1.51667572e-06,forceCoeffs-old.dat
3.74,3.4930528e-08,1.54027603,-2.94151725e-06,-1.4358281e-06,-1.50568915e-06,forceCoeffs-old.dat
3.75,3.47166126e-08,1.5399466,-2.93101602e-06,-1.4307914e-06,-1.50022462e-06,forceCoeffs-old.dat
3.76,3.45013858e-08,1.53962059,-2.92672425e-06,-1.42886074e-06,-1.49786351e-06,forceCoeffs-old.dat
3.77,3.42846832e-08,1.53928073,-2.91837673e-06,-1.42490368e-06,-1.49347305e-06,forceCoeffs-old.dat
3.78,3.40664362e-08,1.53894374,-2.88074004e-06,-1.40630358e-06,-1.47443646e-06,forceCoeffs-old.dat
3.79,3.3846573e-08,1.53859858,-2.90469132e-06,-1.41849909e-06,-1.48619224e-06,forceCoeffs-old.dat
3.8,3.36254084e-08,1.53825682,-2.89878948e-06,-1.41576933e-06,-1.48302015e-06,forceCoeffs-old.dat
3.81,3.34027988e-08,1.53790976,-2.90077534e-06,-1.41698487e-06,-1.48379047e-06,forceCoeffs-old.dat
3.82,3.31788097e-08,1.53756712,-2.88142796e-06,-1.40753517e-06,-1.47389279e-06,forceCoeffs-old.dat
3.83,3.29533798e-08,1.53721986,-2.87037057e-06,-1.40223191e-06,-1.46813867e-06,forceCoeffs-old.dat
3.84,3.27265526e-08,1.53687108,-2.87234961e-06,-1.40344825e-06,-1.46890136e-06,forceCoeffs-old.dat
3.85,3.24983301e-08,1.53651443,-2.85473991e-06,-1.39487163e-06,-1.45986829e-06,forceCoeffs-old.dat
3.86,3.22688689e-08,1.53616179,-2.85406727e-06,-1.39476476e-06,-1.4593025e-06,forceCoeffs-old.dat
3.87,3.20384397e-08,1.53580594,-2.8432253e-06,-1.38957421e-06,-1.45365109e-06,forceCoeffs-old.dat
3.88,3.18068538e-08,1.53544642,-2.83097674e-06,-1.38368152e-06,-1.44729523e-06,forceCoeffs-old.dat
3.89,3.15740879e-08,1.53508572,-2.82603639e-06,-1.38144411e-06,-1.44459228e-06,forceCoeffs-old.dat
3.9,3.13401921e-08,1.53472326,-2.81490044e-06,-1.37611003e-06,-1.43879041e-06,forceCoeffs-old.dat
3.91,3.11051446e-08,1.53436015,-2.80635727e-06,-1.37207349e-06,-1.43428378e-06,forceCoeffs-old.dat
3.92,3.08687201e-08,1.53399236,-2.80434425e-06,-1.3713034e-06,-1.43304085e-06,forceCoeffs-old.dat
3.93,3.06310267e-08,1.533619,-2.81207557e-06,-1.37540676e-06,-1.43666881e-06,forceCoeffs-old.dat
3.94,3.03924938e-08,1.53325677,-2.7895682e-06,-1.36439161e-06,-1.42517659e-06,forceCoeffs-old.dat
3.95,3.01527317e-08,1.53288488,-2.78636386e-06,-1.3630292e-06,-1.42333466e-06,forceCoeffs-old.dat
3.96,2.99119122e-08,1.53251154,-2.76999321e-06,-1.35508469e-06,-1.41490852e-06,forceCoeffs-old.dat
3.97,2.96703081e-08,1.53213669,-2.75655381e-06,-1.3486066e-06,-1.40794721e-06,forceCoeffs-old.dat
3.98,2.94280072e-08,1.53176049,-2.74511114e-06,-1.34312756e-06,-1.40198358e-06,forceCoeffs-old.dat
3.99,2.91842205e-08,1.53138612,-2.76143039e-06,-1.35153097e-06,-1.40989941e-06,forceCoeffs-old.dat
4.0,2.89394222e-08,1.53100204,-2.74352128e-06,-1.34282122e-06,-1.40070006e-06,forceCoeffs-old.dat
4.01,2.86938113e-08,1.53062404,-2.73216337e-06,-1.33738787e-06,-1.3947755e-06,forceCoeffs-old.dat
4.02,2.84476034e-08,1.53023765,-2.71343421e-06,-1.3282695e-06,-1.38516471e-06,forceCoeffs-old.dat
4.03,2.82004475e-08,1.52985301,-2.70674761e-06,-1.32517336e-06,-1.38157425e-06,forceCoeffs-old.dat
4.04,2.79522074e-08,1.529462,-2.70468432e-06,-1.32438995e-06,-1.38029437e-06,forceCoeffs-old.dat
4.05,2.77032172e-08,1.5290801,-2.6991065e-06,-1.32185003e-06,-1.37725647e-06,forceCoeffs-old.dat
4.06,2.74535305e-08,1.52868919,-2.67977963e-06,-1.31243628e-06,-1.36734335e-06,forceCoeffs-old.dat
4.07,2.72029026e-08,1.52830119,-2.68398581e-06,-1.31479e-06,-1.36919581e-06,forceCoeffs-old.dat
4.08,2.69515257e-08,1.52791173,-2.66659052e-06,-1.30634373e-06,-1.36024678e-06,forceCoeffs-old.dat
4.09,2.6699567e-08,1.52752033,-2.65409541e-06,-1.30034814e-06,-1.35374727e-06,forceCoeffs-old.dat
4.1,2.64473622e-08,1.52712668,-2.63555617e-06,-1.29133072e-06,-1.34422544e-06,forceCoeffs-old.dat
4.11,2.61945496e-08,1.52673156,-2.6287662e-06,-1.28818855e-06,-1.34057765e-06,forceCoeffs-old.dat
4.12,2.59409624e-08,1.52634138,-2.61890397e-06,-1.28351102e-06,-1.33539295e-06,forceCoeffs-old.dat
4.13,2.56864596e-08,1.52594624,-2.60965706e-06,-1.27914207e-06,-1.33051499e-06,forceCoeffs-old.dat
4.14,2.54307902e-08,1.52554075,-2.6136219e-06,-1.28138016e-06,-1.33224174e-06,forceCoeffs-old.dat
4.15,2.51746373e-08,1.52513462,-2.60507911e-06,-1.27736492e-06,-1.32771419e-06,forceCoeffs-old.dat
4.16,2.49181711e-08,1.5247283,-2.60199455e-06,-1.2760791e-06,-1.32591545e-06,forceCoeffs-old.dat
4.17,2.4661503e-08,1.52433076,-2.57587675e-06,-1.26327687e-06,-1.31259988e-06,forceCoeffs-old.dat
4.18,2.44042379e-08,1.52393166,-2.57844987e-06,-1.2648207e-06,-1.31362917e-06,forceCoeffs-old.dat
4.19,2.41465268e-08,1.52352714,-2.55848274e-06,-1.25509484e-06,-1.30338789e-06,forceCoeffs-old.dat
4.2,2.38882094e-08,1.52312155,-2.55545556e-06,-1.25383957e-06,-1.30161599e-06,forceCoeffs-old.dat
4.21,2.36293135e-08,1.52271506,-2.54467642e-06,-1.2487089e-06,-1.29596752e-06,forceCoeffs-old.dat
4.22,2.33698978e-08,1.52230662,-2.529927e-06,-1.2415936e-06,-1.2883334e-06,forceCoeffs-old.dat
4.23,2.31103992e-08,1.52189728,-2.51459111e-06,-1.23418515e-06,-1.28040595e-06,forceCoeffs-old.dat
4.24,2.28505682e-08,1.52149408,-2.51229505e-06,-1.23329696e-06,-1.27899809e-06,forceCoeffs-old.dat
4.25,2.25901235e-08,1.52107734,-2.5036202e-06,-1.22921998e-06,-1.27440022e-06,forceCoeffs-old.dat
4.26,2.23295578e-08,1.52066998,-2.48079049e-06,-1.21806569e-06,-1.2627248e-06,forceCoeffs-old.dat
4.27,2.20683756e-08,1.52025109,-2.48204324e-06,-1.21895325e-06,-1.26309e-06,forceCoeffs-old.dat
4.28,2.1806992e-08,1.51983347,-2.47613966e-06,-1.21626284e-06,-1.25987682e-06,forceCoeffs-old.dat
4.29,2.15449582e-08,1.51942564,-2.48698285e-06,-1.22194647e-06,-1.26503638e-06,forceCoeffs-old.dat
4.3,2.1282822e-08,1.51901475,-2.45164511e-06,-1.20453973e-06,-1.24710538e-06,forceCoeffs-old.dat
4.31,2.10203715e-08,1.51859984,-2.42687769e-06,-1.19241847e-06,-1.23445921e-06,forceCoeffs-old.dat
4.32,2.07576502e-08,1.51818359,-2.42504524e-06,-1.19176497e-06,-1.23328027e-06,forceCoeffs-old.dat
4.33,2.04946791e-08,1.51776812,-2.41985039e-06,-1.18943052e-06,-1.23041988e-06,forceCoeffs-old.dat
4.34,2.02313974e-08,1.51734829,-2.40410949e-06,-1.18182335e-06,-1.22228614e-06,forceCoeffs-old.dat
4.35,1.99679479e-08,1.51693488,-2.39379674e-06,-1.17693042e-06,-1.21686632e-06,forceCoeffs-old.dat
4.36,1.97043865e-08,1.51650893,-2.39454302e-06,-1.17756712e-06,-1.2169759e-06,forceCoeffs-old.dat
4.37,1.94409538e-08,1.51609102,-2.37883628e-06,-1.16997718e-06,-1.20885909e-06,forceCoeffs-old.dat
4.38,1.91774117e-08,1.51566912,-2.36295914e-06,-1.16230216e-06,-1.20065698e-06,forceCoeffs-old.dat
4.39,1.89136236e-08,1.51524901,-2.366991e-06,-1.16458187e-06,-1.20240912e-06,forceCoeffs-old.dat
4.4,1.8649827e-08,1.51482969,-2.34917517e-06,-1.15593776e-06,-1.19323741e-06,forceCoeffs-old.dat
4.41,1.83858351e-08,1.51440727,-2.33964058e-06,-1.15143446e-06,-1.18820613e-06,forceCoeffs-old.dat
4.42,1.81215591e-08,1.51398328,-2.32228588e-06,-1.14302138e-06,-1.1792645e-06,forceCoeffs-old.dat
4.43,1.78573247e-08,1.51355985,-2.3131938e-06,-1.13873958e-06,-1.17445423e-06,forceCoeffs-old.dat
4.44,1.75930366e-08,1.51313735,-2.31090866e-06,-1.13786129e-06,-1.17304737e-06,forceCoeffs-old.dat
4.45,1.7328761e-08,1.51271604,-2.2914366e-06,-1.12838954e-06,-1.16304706e-06,forceCoeffs-old.dat
4.46,1.70643788e-08,1.5122905,-2.28172112e-06,-1.12379618e-06,-1.15792494e-06,forceCoeffs-old.dat
4.47,1.67999667e-08,1.51186487,-2.26672554e-06,-1.11656281e-06,-1.15016274e-06,forceCoeffs-old.dat
4.48,1.55408685e-08,1.51143829,-2.17130377e-06,-1.07011101e-06,-1.10119275e-06,forceCoeffs-old.dat
4.49,1.40405719e-08,1.51101162,-2.16478103e-06,-1.06834994e-06,-1.09643108e-06,forceCoeffs-old.dat
4.5,1.25322715e-08,1.51058506,-2.15782249e-06,-1.06637898e-06,-1.09144352e-06,forceCoeffs-old.dat
4.51,1.10757008e-08,1.51015621,-2.14465015e-06,-1.06124937e-06,-1.08340077e-06,forceCoeffs-old.dat
4.52,9.67770705e-09,1.50973017,-2.14337032e-06,-1.06200745e-06,-1.08136287e-06,forceCoeffs-old.dat
