time,Cm,Cd,Cl,Cl_f,Cl_r,source
84.84,-1.85703408e-06,1.15050616,8.61551962e-05,4.1220564e-05,4.49346322e-05,forceCoeffs-old.dat
84.85,-1.85411042e-06,1.15050388,8.656283e-05,4.14273046e-05,4.51355254e-05,forceCoeffs-old.dat
84.86,-1.85115366e-06,1.15050161,8.69640704e-05,4.16308815e-05,4.53331889e-05,forceCoeffs-old.dat
84.87,-1.84816379e-06,1.15049934,8.73610775e-05,4.1832375e-05,4.55287025e-05,forceCoeffs-old.dat
84.88,-1.8451407e-06,1.15049706,8.78085639e-05,4.20591413e-05,4.57494227e-05,forceCoeffs-old.dat
84.89,-1.84208447e-06,1.1504948,8.82519953e-05,4.22839132e-05,4.59680821e-05,forceCoeffs-old.dat
84.9,-1.83899517e-06,1.15049252,8.86602343e-05,4.2491122e-05,4.61691123e-05,forceCoeffs-old.dat
84.91,-1.83587277e-06,1.15049025,8.90601924e-05,4.26942234e-05,4.6365969e-05,forceCoeffs-old.dat
84.92,-1.83271724e-06,1.15048799,8.94608988e-05,4.28977322e-05,4.65631666e-05,forceCoeffs-old.dat
84.93,-1.82952858e-06,1.15048572,8.98623683e-05,4.31016555e-05,4.67607127e-05,forceCoeffs-old.dat
84.94,-1.82630681e-06,1.15048346,9.02619782e-05,4.33046823e-05,4.69572959e-05,forceCoeffs-old.dat
84.95,-1.82305195e-06,1.15048119,9.06592296e-05,4.35065628e-05,4.71526667e-05,forceCoeffs-old.dat
84.96,-1.81976401e-06,1.15047893,9.10502378e-05,4.37053549e-05,4.73448829e-05,forceCoeffs-old.dat
84.97,-1.81644302e-06,1.1504767,9.14246759e-05,4.38958949e-05,4.7528781e-05,forceCoeffs-old.dat
84.98,-1.81308888e-06,1.15047438,9.18805423e-05,4.41271823e-05,4.775336e-05,forceCoeffs-old.dat
84.99,-1.80970177e-06,1.1504721,9.22829873e-05,4.43317919e-05,4.79511954e-05,forceCoeffs-old.dat
85.0,-1.80628161e-06,1.15046985,9.26808134e-05,4.45341251e-05,4.81466883e-05,forceCoeffs-old.dat
85.01,-1.80282838e-06,1.15046758,9.30756835e-05,4.47350134e-05,4.83406701e-05,forceCoeffs-old.dat
85.02,-1.79934209e-06,1.15046532,9.34687371e-05,4.49350265e-05,4.85337106e-05,forceCoeffs-old.dat
85.03,-1.79582275e-06,1.15046306,9.38606943e-05,4.51345244e-05,4.87261699e-05,forceCoeffs-old.dat
85.04,-1.79227043e-06,1.1504608,9.42369465e-05,4.53262028e-05,4.89107437e-05,forceCoeffs-old.dat
85.05,-1.78868505e-06,1.15045855,9.46458801e-05,4.5534255e-05,4.91116251e-05,forceCoeffs-old.dat
85.06,-1.78506668e-06,1.1504563,9.50368826e-05,4.57333746e-05,4.9303508e-05,forceCoeffs-old.dat
85.07,-1.78141532e-06,1.15045404,9.54260499e-05,4.59316096e-05,4.94944403e-05,forceCoeffs-old.dat
85.08,-1.77773101e-06,1.15045178,9.58126366e-05,4.61285873e-05,4.96840493e-05,forceCoeffs-old.dat
85.09,-1.77401379e-06,1.15044953,9.61944107e-05,4.63231916e-05,4.98712191e-05,forceCoeffs-old.dat
85.1,-1.77026365e-06,1.15044727,9.65717335e-05,4.65156031e-05,5.00561304e-05,forceCoeffs-old.dat
85.11,-1.76648064e-06,1.15044502,9.693237e-05,4.66997044e-05,5.02326656e-05,forceCoeffs-old.dat
85.12,-1.76266457e-06,1.15044277,9.73916365e-05,4.69331537e-05,5.04584828e-05,forceCoeffs-old.dat
85.13,-1.75881566e-06,1.15044052,9.77916128e-05,4.71369908e-05,5.06546221e-05,forceCoeffs-old.dat
85.14,-1.75493393e-06,1.15043827,9.81662977e-05,4.73282149e-05,5.08380828e-05,forceCoeffs-old.dat
85.15,-1.75101935e-06,1.15043602,9.85443453e-05,4.75211533e-05,5.1023192e-05,forceCoeffs-old.dat
85.16,-1.74707193e-06,1.15043377,9.89170888e-05,4.77114725e-05,5.12056163e-05,forceCoeffs-old.dat
85.17,-1.74309172e-06,1.15043152,9.92952961e-05,4.79045563e-05,5.13907398e-05,forceCoeffs-old.dat
85.18,-1.7390787e-06,1.15042927,9.96745058e-05,4.80981742e-05,5.15763316e-05,forceCoeffs-old.dat
85.19,-1.73503293e-06,1.15042702,0.000100052388,4.8291161e-05,5.17612269e-05,forceCoeffs-old.dat
85.2,-1.73095439e-06,1.15042478,0.000100429949,4.84840201e-05,5.19459288e-05,forceCoeffs-old.dat
85.21,-1.72684313e-06,1.15042253,0.000100805945,4.86761293e-05,5.21298156e-05,forceCoeffs-old.dat
85.22,-1.72269916e-06,1.15042029,0.00010117993,4.88672657e-05,5.2312664e-05,forceCoeffs-old.dat
85.23,-1.71852251e-06,1.15041804,0.00010155363,4.90582925e-05,5.24953375e-05,forceCoeffs-old.dat
85.24,-1.7143132e-06,1.1504158,0.000101924644,4.92480086e-05,5.2676635e-05,forceCoeffs-old.dat
85.25,-1.71007126e-06,1.15041355,0.000102293212,4.94365345e-05,5.2856677e-05,forceCoeffs-old.dat
85.26,-1.70579672e-06,1.1504113,0.00010266023,4.96243184e-05,5.30359119e-05,forceCoeffs-old.dat
85.27,-1.70148961e-06,1.15040908,0.000103023585,4.98103027e-05,5.32132819e-05,forceCoeffs-old.dat
85.28,-1.69714998e-06,1.15040684,0.000103370314,4.99880069e-05,5.33823069e-05,forceCoeffs-old.dat
85.29,-1.69277776e-06,1.1504046,0.000103768073,5.01912587e-05,5.35768142e-05,forceCoeffs-old.dat
85.3,-1.68837289e-06,1.15040236,0.000104220773,5.04220138e-05,5.37987596e-05,forceCoeffs-old.dat
85.31,-1.68393552e-06,1.15040013,0.000104633394,5.06327617e-05,5.40006327e-05,forceCoeffs-old.dat
85.32,-1.67946586e-06,1.1503979,0.000104936647,5.07888579e-05,5.41477896e-05,forceCoeffs-old.dat
85.33,-1.67496367e-06,1.15039567,0.000105313566,5.09818195e-05,5.43317468e-05,forceCoeffs-old.dat
85.34,-1.67042932e-06,1.15039341,0.000105549408,5.11042745e-05,5.44451331e-05,forceCoeffs-old.dat
85.35,-1.66586249e-06,1.15039117,0.000105873822,5.12710486e-05,5.46027736e-05,forceCoeffs-old.dat
85.36,-1.66126313e-06,1.15038894,0.000106288712,5.1483093e-05,5.48056193e-05,forceCoeffs-old.dat
85.37,-1.65663148e-06,1.15038671,0.000106669127,5.16779318e-05,5.49911948e-05,forceCoeffs-old.dat
85.38,-1.65196758e-06,1.15038448,0.000107031643,5.18638539e-05,5.51677891e-05,forceCoeffs-old.dat
85.39,-1.64727145e-06,1.15038224,0.000107389864,5.20476604e-05,5.53422033e-05,forceCoeffs-old.dat
85.4,-1.64254312e-06,1.15038001,0.000107744549,5.22297316e-05,5.55148178e-05,forceCoeffs-old.dat
85.41,-1.63778261e-06,1.15037777,0.000108096838,5.24106364e-05,5.56862017e-05,forceCoeffs-old.dat
85.42,-1.63298995e-06,1.15037556,0.000108449461,5.25917406e-05,5.58577205e-05,forceCoeffs-old.dat
85.43,-1.62816517e-06,1.15037333,0.000108801169,5.27724192e-05,5.60287495e-05,forceCoeffs-old.dat
85.44,-1.62330832e-06,1.15037111,0.000109150121,5.29517521e-05,5.61983687e-05,forceCoeffs-old.dat
85.45,-1.61841941e-06,1.15036888,0.000109500634,5.31318974e-05,5.63687362e-05,forceCoeffs-old.dat
85.46,-1.6134985e-06,1.15036665,0.000109848821,5.33109118e-05,5.65379088e-05,forceCoeffs-old.dat
85.47,-1.60854562e-06,1.15036443,0.000110197626,5.34902673e-05,5.67073586e-05,forceCoeffs-old.dat
85.48,-1.60356079e-06,1.1503622,0.000110550477,5.36716777e-05,5.68787993e-05,forceCoeffs-old.dat
85.49,-1.598544e-06,1.15035998,0.00011092306,5.38629861e-05,5.70600741e-05,forceCoeffs-old.dat
85.5,-1.59349543e-06,1.15035776,0.000111234803,5.40239062e-05,5.72108971e-05,forceCoeffs-old.dat
85.51,-1.5884151e-06,1.15035554,0.000111520729,5.41719492e-05,5.73487794e-05,forceCoeffs-old.dat
85.52,-1.58330292e-06,1.15035332,0.000111862141,5.43477674e-05,5.75143733e-05,forceCoeffs-old.dat
85.53,-1.57815898e-06,1.1503511,0.000112201217,5.45224493e-05,5.76787673e-05,forceCoeffs-old.dat
85.54,-1.57298339e-06,1.15034888,0.000112526114,5.46900736e-05,5.78360404e-05,forceCoeffs-old.dat
85.55,-1.56777611e-06,1.15034666,0.000112877452,5.48709499e-05,5.80065022e-05,forceCoeffs-old.dat
85.56,-1.56253722e-06,1.15034444,0.000113212598,5.50437619e-05,5.81688363e-05,forceCoeffs-old.dat
85.57,-1.55726679e-06,1.15034222,0.000113542367,5.52139168e-05,5.83284504e-05,forceCoeffs-old.dat
85.58,-1.55196485e-06,1.15034001,0.000113867339,5.53817047e-05,5.84856344e-05,forceCoeffs-old.dat
85.59,-1.54663144e-06,1.15033779,0.000114188522,5.55476294e-05,5.86408923e-05,forceCoeffs-old.dat
85.6,-1.54126663e-06,1.15033558,0.000114495862,5.57066642e-05,5.87891974e-05,forceCoeffs-old.dat
85.61,-1.53587041e-06,1.15033337,0.000114821749,5.58750039e-05,5.89467447e-05,forceCoeffs-old.dat
85.62,-1.53044274e-06,1.15033115,0.000115211314,5.60752143e-05,5.91360997e-05,forceCoeffs-old.dat
85.63,-1.52498382e-06,1.15032894,0.00011554084,5.6245436e-05,5.92954036e-05,forceCoeffs-old.dat
85.64,-1.51949371e-06,1.15032672,0.000115839326,5.64001692e-05,5.94391566e-05,forceCoeffs-old.dat
85.65,-1.51397226e-06,1.15032452,0.000116215446,5.65937508e-05,5.96216953e-05,forceCoeffs-old.dat
85.66,-1.50841958e-06,1.15032231,0.000116574662,5.67789115e-05,5.97957507e-05,forceCoeffs-old.dat
85.67,-1.50283579e-06,1.1503201,0.000116887481,5.69409045e-05,5.99465761e-05,forceCoeffs-old.dat
85.68,-1.49722092e-06,1.15031789,0.000117194832,5.71001952e-05,6.0094637e-05,forceCoeffs-old.dat
85.69,-1.49157497e-06,1.15031569,0.000117504156,5.72605028e-05,6.02436527e-05,forceCoeffs-old.dat
85.7,-1.485898e-06,1.15031348,0.000117813983,5.74210936e-05,6.03928896e-05,forceCoeffs-old.dat
85.71,-1.48019007e-06,1.15031127,0.000118122859,5.75812392e-05,6.05416193e-05,forceCoeffs-old.dat
85.72,-1.47445122e-06,1.15030907,0.000118431507,5.77413022e-05,6.06902047e-05,forceCoeffs-old.dat
85.73,-1.4686815e-06,1.15030686,0.000118739368,5.79010027e-05,6.08383657e-05,forceCoeffs-old.dat
85.74,-1.46288096e-06,1.15030466,0.00011904618,5.80602089e-05,6.09859708e-05,forceCoeffs-old.dat
85.75,-1.45704966e-06,1.15030246,0.000119351794,5.82188472e-05,6.11329465e-05,forceCoeffs-old.dat
85.76,-1.45118764e-06,1.15030026,0.000119656117,5.83768708e-05,6.12792461e-05,forceCoeffs-old.dat
85.77,-1.44529496e-06,1.15029805,0.000119959034,5.85342222e-05,6.14248122e-05,forceCoeffs-old.dat
85.78,-1.43937168e-06,1.15029585,0.000120260428,5.86908421e-05,6.15695855e-05,forceCoeffs-old.dat
85.79,-1.43341785e-06,1.15029365,0.000120559828,5.88464959e-05,6.17133316e-05,forceCoeffs-old.dat
85.8,-1.42743355e-06,1.15029146,0.00012084989,5.89975113e-05,6.18523784e-05,forceCoeffs-old.dat
85.81,-1.42141879e-06,1.15028926,0.000121156948,5.91570554e-05,6.1999893e-05,forceCoeffs-old.dat
85.82,-1.41537364e-06,1.15028706,0.000121454005,5.93116288e-05,6.21423761e-05,forceCoeffs-old.dat
85.83,-1.40929819e-06,1.15028486,0.000121746671,5.94640374e-05,6.22826338e-05,forceCoeffs-old.dat
85.84,-1.40319244e-06,1.15028267,0.000122040725,5.961717e-05,6.24235549e-05,forceCoeffs-old.dat
85.85,-1.39705648e-06,1.15028048,0.000122338252,5.97720693e-05,6.25661822e-05,forceCoeffs-old.dat
85.86,-1.3908904e-06,1.15027828,0.000122616545,5.99173819e-05,6.26991627e-05,forceCoeffs-old.dat
85.87,-1.38469421e-06,1.15027609,0.000122900919,6.00657652e-05,6.28351536e-05,forceCoeffs-old.dat
85.88,-1.37846799e-06,1.15027389,0.000123182862,6.0212963e-05,6.2969899e-05,forceCoeffs-old.dat
85.89,-1.3722118e-06,1.1502717,0.000123460961,6.03582685e-05,6.31026921e-05,forceCoeffs-old.dat
85.9,-1.36592572e-06,1.15026951,0.000123729006,6.04985773e-05,6.32304287e-05,forceCoeffs-old.dat
85.91,-1.35960981e-06,1.15026732,0.000123995876,6.0638328e-05,6.33575477e-05,forceCoeffs-old.dat
85.92,-1.35326395e-06,1.15026513,0.000124352897,6.08231846e-05,6.35297125e-05,forceCoeffs-old.dat
85.93,-1.34688837e-06,1.15026293,0.000124656816,6.09815195e-05,6.36752962e-05,forceCoeffs-old.dat
85.94,-1.34048316e-06,1.15026076,0.00012493322,6.11261267e-05,6.38070931e-05,forceCoeffs-old.dat
85.95,-1.33404836e-06,1.15025857,0.00012520198,6.12669418e-05,6.39350385e-05,forceCoeffs-old.dat
85.96,-1.32758399e-06,1.15025639,0.000125471996,6.14084139e-05,6.40635819e-05,forceCoeffs-old.dat
85.97,-1.32109012e-06,1.1502542,0.000125740455,6.15491374e-05,6.41913176e-05,forceCoeffs-old.dat
85.98,-1.31456681e-06,1.15025202,0.000126006912,6.16888892e-05,6.43180228e-05,forceCoeffs-old.dat
85.99,-1.30801414e-06,1.15024983,0.000126271675,6.18278236e-05,6.44438519e-05,forceCoeffs-old.dat
86.0,-1.30143217e-06,1.15024765,0.000126534091,6.19656133e-05,6.45684776e-05,forceCoeffs-old.dat
86.01,-1.29482095e-06,1.15024546,0.000126791512,6.21009351e-05,6.4690577e-05,forceCoeffs-old.dat
86.02,-1.28818062e-06,1.15024328,0.000127027079,6.22253587e-05,6.480172e-05,forceCoeffs-old.dat
86.03,-1.28151109e-06,1.15024108,0.00012733577,6.23863741e-05,6.49493963e-05,forceCoeffs-old.dat
86.04,-1.27481248e-06,1.15023893,0.000127640487,6.25454311e-05,6.50950561e-05,forceCoeffs-old.dat
86.05,-1.26808492e-06,1.15023675,0.000127898853,6.26813415e-05,6.52175113e-05,forceCoeffs-old.dat
86.06,-1.26132842e-06,1.15023457,0.000128151638,6.28144904e-05,6.53371472e-05,forceCoeffs-old.dat
86.07,-1.25454308e-06,1.15023239,0.000128403811,6.29473626e-05,6.54564487e-05,forceCoeffs-old.dat
86.08,-1.24772898e-06,1.15023022,0.000128654471,6.30795064e-05,6.55749644e-05,forceCoeffs-old.dat
86.09,-1.24088619e-06,1.15022804,0.000128908157,6.32131921e-05,6.56949645e-05,forceCoeffs-old.dat
86.1,-1.23401475e-06,1.15022586,0.000129158877,6.33454238e-05,6.58134533e-05,forceCoeffs-old.dat
86.11,-1.22711473e-06,1.15022368,0.000129404608,6.34751891e-05,6.59294185e-05,forceCoeffs-old.dat
86.12,-1.2201862e-06,1.15022152,0.000129659615,6.36096211e-05,6.60499935e-05,forceCoeffs-old.dat
86.13,-1.21322926e-06,1.15021933,0.000129906971,6.37402563e-05,6.61667148e-05,forceCoeffs-old.dat
86.14,-1.20624398e-06,1.15021718,0.000130149937,6.38687246e-05,6.62812126e-05,forceCoeffs-old.dat
86.15,-1.19923039e-06,1.15021501,0.000130396384,6.39989614e-05,6.63974222e-05,forceCoeffs-old.dat
86.16,-1.19218857e-06,1.15021284,0.000130643399,6.41295111e-05,6.65138882e-05,forceCoeffs-old.dat
86.17,-1.18511855e-06,1.15021067,0.000130920027,6.42748952e-05,6.66451323e-05,forceCoeffs-old.dat
86.18,-1.17802071e-06,1.15020851,0.000131072737,6.43583479e-05,6.67143893e-05,forceCoeffs-old.dat
86.19,-1.17089476e-06,1.15020634,0.000131320897,6.44895536e-05,6.68313431e-05,forceCoeffs-old.dat
86.2,-1.16374077e-06,1.15020418,0.000131645538,6.46590281e-05,6.69865096e-05,forceCoeffs-old.dat
86.21,-1.15655928e-06,1.15020201,0.000131771756,6.47293188e-05,6.70424374e-05,forceCoeffs-old.dat
86.22,-1.14934995e-06,1.15019988,0.00013200037,6.4850835e-05,6.71495349e-05,forceCoeffs-old.dat
86.23,-1.14211298e-06,1.15019766,0.000132219641,6.49677077e-05,6.72519336e-05,forceCoeffs-old.dat
86.24,-1.13484828e-06,1.15019546,0.000132480629,6.51054661e-05,6.73751627e-05,forceCoeffs-old.dat
86.25,-1.12755595e-06,1.1501933,0.000132716662,6.52307751e-05,6.7485887e-05,forceCoeffs-old.dat
86.26,-1.1202362e-06,1.15019114,0.00013294135,6.53504388e-05,6.75909112e-05,forceCoeffs-old.dat
86.27,-1.11288911e-06,1.15018897,0.000133170693,6.54724575e-05,6.76982358e-05,forceCoeffs-old.dat
86.28,-1.10551481e-06,1.15018683,0.000133381177,6.55850739e-05,6.77961035e-05,forceCoeffs-old.dat
86.29,-1.09811332e-06,1.15018466,0.000133598542,6.57011575e-05,6.78973842e-05,forceCoeffs-old.dat
86.3,-1.09068474e-06,1.15018251,0.000133813229,6.58159296e-05,6.79972991e-05,forceCoeffs-old.dat
86.31,-1.08322915e-06,1.15018035,0.00013402687,6.59302061e-05,6.80966644e-05,forceCoeffs-old.dat
86.32,-1.07574662e-06,1.15017819,0.000134233576,6.60410415e-05,6.81925347e-05,forceCoeffs-old.dat
86.33,-1.06823721e-06,1.15017603,0.000134452759,6.61581422e-05,6.82946166e-05,forceCoeffs-old.dat
86.34,-1.06070104e-06,1.15017388,0.000134663207,6.62709023e-05,6.83923044e-05,forceCoeffs-old.dat
86.35,-1.05313819e-06,1.15017172,0.000134870066,6.6381895e-05,6.84881714e-05,forceCoeffs-old.dat
86.36,-1.04554873e-06,1.15016957,0.000135076336,6.64926192e-05,6.85837167e-05,forceCoeffs-old.dat
86.37,-1.03793275e-06,1.15016741,0.000135281719,6.6602927e-05,6.86787925e-05,forceCoeffs-old.dat
86.38,-1.03029031e-06,1.15016526,0.000135487653,6.67135363e-05,6.87741169e-05,forceCoeffs-old.dat
86.39,-1.02262149e-06,1.15016311,0.000135702162,6.68284594e-05,6.88737024e-05,forceCoeffs-old.dat
86.4,-1.0149264e-06,1.15016095,0.000135913538,6.69418425e-05,6.89716953e-05,forceCoeffs-old.dat
86.41,-1.00720535e-06,1.15015881,0.000136017886,6.70017376e-05,6.90161483e-05,forceCoeffs-old.dat
86.42,-9.99458122e-07,1.15015665,0.00013620258,6.71018321e-05,6.91007484e-05,forceCoeffs-old.dat
86.43,-9.91684895e-07,1.1501545,0.000136391432,6.72040311e-05,6.91874009e-05,forceCoeffs-old.dat
86.44,-9.83885694e-07,1.15015236,0.000136640286,6.73362573e-05,6.93040287e-05,forceCoeffs-old.dat
86.45,-9.76060641e-07,1.15015022,0.000136883444,6.74656615e-05,6.94177828e-05,forceCoeffs-old.dat
86.46,-9.68209879e-07,1.15014806,0.000137071868,6.75677243e-05,6.95041441e-05,forceCoeffs-old.dat
86.47,-9.60333473e-07,1.15014592,0.000137247935,6.76636341e-05,6.9584301e-05,forceCoeffs-old.dat
86.48,-9.52431508e-07,1.15014377,0.000137423643,6.77593899e-05,6.96642529e-05,forceCoeffs-old.dat
86.49,-9.44504065e-07,1.15014162,0.000137599925,6.78554583e-05,6.97444664e-05,forceCoeffs-old.dat
86.5,-9.36551233e-07,1.15013948,0.000137774797,6.79508471e-05,6.98239496e-05,forceCoeffs-old.dat
86.51,-9.28573123e-07,1.15013734,0.000137950816,6.80468347e-05,6.9903981e-05,forceCoeffs-old.dat
86.52,-9.20569835e-07,1.1501352,0.000138119609,6.81392346e-05,6.99803743e-05,forceCoeffs-old.dat
86.53,-9.12541429e-07,1.15013305,0.000138291753,6.82333353e-05,7.00584182e-05,forceCoeffs-old.dat
86.54,-9.04488016e-07,1.15013091,0.000138460979,6.83260016e-05,7.01349776e-05,forceCoeffs-old.dat
86.55,-8.96409696e-07,1.15012877,0.000138626829,6.84170049e-05,7.02098243e-05,forceCoeffs-old.dat
86.56,-8.8830657e-07,1.15012663,0.000138784591,6.85039888e-05,7.0280602e-05,forceCoeffs-old.dat
86.57,-8.80178764e-07,1.15012448,0.000138926695,6.85831687e-05,7.03435263e-05,forceCoeffs-old.dat
86.58,-8.72026435e-07,1.15012236,0.000139052695,6.8654321e-05,7.03983739e-05,forceCoeffs-old.dat
86.59,-8.63849376e-07,1.15012022,0.000139332279,6.88022902e-05,7.0529989e-05,forceCoeffs-old.dat
86.6,-8.55647813e-07,1.15011808,0.000139581295,6.89349998e-05,7.06462954e-05,forceCoeffs-old.dat
86.61,-8.47422136e-07,1.15011595,0.00013965867,6.89819131e-05,7.06767574e-05,forceCoeffs-old.dat
86.62,-8.39172088e-07,1.1501138,0.000139809602,6.90656291e-05,7.07439733e-05,forceCoeffs-old.dat
86.63,-8.3089784e-07,1.15011167,0.000139960351,6.91492776e-05,7.08110733e-05,forceCoeffs-old.dat
86.64,-8.22599521e-07,1.15010954,0.000140105671,6.9230236e-05,7.0875435e-05,forceCoeffs-old.dat
86.65,-8.14277228e-07,1.15010741,0.000140253748,6.93125966e-05,7.0941151e-05,forceCoeffs-old.dat
86.66,-8.05931081e-07,1.15010528,0.00014039925,6.93936938e-05,7.10055559e-05,forceCoeffs-old.dat
86.67,-7.97561162e-07,1.15010315,0.000140544633,6.94747555e-05,7.10698778e-05,forceCoeffs-old.dat
86.68,-7.89167581e-07,1.15010101,0.000140689639,6.9555652e-05,7.11339871e-05,forceCoeffs-old.dat
86.69,-7.80750455e-07,1.15009888,0.000140828276,6.96333877e-05,7.11948886e-05,forceCoeffs-old.dat
86.7,-7.72309881e-07,1.15009675,0.000140967417,6.97113988e-05,7.12560185e-05,forceCoeffs-old.dat
86.71,-7.63845949e-07,1.15009462,0.000141104987,6.97886474e-05,7.13163393e-05,forceCoeffs-old.dat
86.72,-7.55358751e-07,1.1500925,0.000141241122,6.98652024e-05,7.13759199e-05,forceCoeffs-old.dat
86.73,-7.46848415e-07,1.15009038,0.000141374947,6.9940625e-05,7.14343218e-05,forceCoeffs-old.dat
86.74,-7.38315033e-07,1.15008823,0.000141514373,7.00188716e-05,7.14955017e-05,forceCoeffs-old.dat
86.75,-7.29758736e-07,1.15008611,0.000141634723,7.0087603e-05,7.15471204e-05,forceCoeffs-old.dat
86.76,-7.21179566e-07,1.150084,0.000141762875,7.01602579e-05,7.16026171e-05,forceCoeffs-old.dat
86.77,-7.12577673e-07,1.15008189,0.000141888216,7.02315301e-05,7.16566854e-05,forceCoeffs-old.dat
86.78,-7.03953162e-07,1.15007976,0.000142011107,7.03016005e-05,7.17095068e-05,forceCoeffs-old.dat
86.79,-6.95306112e-07,1.15007763,0.000142133066,7.03712267e-05,7.17618389e-05,forceCoeffs-old.dat
86.8,-6.86636645e-07,1.1500755,0.000142251867,7.04392967e-05,7.181257e-05,forceCoeffs-old.dat
86.81,-6.77944884e-07,1.15007338,0.000142368858,7.0506484e-05,7.18623738e-05,forceCoeffs-old.dat
86.82,-6.69230937e-07,1.15007126,0.000142483834,7.05726859e-05,7.19111478e-05,forceCoeffs-old.dat
86.83,-6.60494899e-07,1.15006914,0.00014259745,7.06382299e-05,7.19592197e-05,forceCoeffs-old.dat
86.84,-6.5173689e-07,1.15006702,0.000142708742,7.07026342e-05,7.2006108e-05,forceCoeffs-old.dat
86.85,-6.42957015e-07,1.1500649,0.000142817481,7.07657836e-05,7.20516976e-05,forceCoeffs-old.dat
86.86,-6.34155388e-07,1.15006279,0.000142916778,7.08242336e-05,7.20925443e-05,forceCoeffs-old.dat
86.87,-6.2533208e-07,1.15006067,0.000143032835,7.08910855e-05,7.21417497e-05,forceCoeffs-old.dat
86.88,-6.1648725e-07,1.15005855,0.000143137479,7.09522525e-05,7.2185227e-05,forceCoeffs-old.dat
86.89,-6.07620997e-07,1.15005644,0.000143239363,7.10120604e-05,7.22273024e-05,forceCoeffs-old.dat
86.9,-5.98733424e-07,1.15005433,0.000143339623,7.10710782e-05,7.22685451e-05,forceCoeffs-old.dat
86.91,-5.89824641e-07,1.15005221,0.000143439015,7.11296826e-05,7.23093319e-05,forceCoeffs-old.dat
86.92,-5.80894755e-07,1.1500501,0.000143534978,7.11865942e-05,7.23483837e-05,forceCoeffs-old.dat
86.93,-5.71943878e-07,1.15004799,0.000143630991,7.12435514e-05,7.23874392e-05,forceCoeffs-old.dat
86.94,-5.62972122e-07,1.15004588,0.000143726741,7.13003982e-05,7.24263424e-05,forceCoeffs-old.dat
86.95,-5.53979598e-07,1.15004376,0.000143824577,7.13583087e-05,7.24662679e-05,forceCoeffs-old.dat
86.96,-5.44966407e-07,1.15004167,0.000143929012,7.14195397e-05,7.25094725e-05,forceCoeffs-old.dat
86.97,-5.35932607e-07,1.15003956,0.000144072951,7.15005427e-05,7.25724079e-05,forceCoeffs-old.dat
86.98,-5.2687861e-07,1.15003744,0.000144083254,7.15147486e-05,7.25685058e-05,forceCoeffs-old.dat
86.99,-5.17804448e-07,1.15003534,0.00014405031,7.15073504e-05,7.25429593e-05,forceCoeffs-old.dat
87.0,-5.08710015e-07,1.15003324,0.000144099777,7.15411785e-05,7.25585985e-05,forceCoeffs-old.dat
87.01,-4.99595477e-07,1.15003114,0.000144186529,7.1593669e-05,7.25928599e-05,forceCoeffs-old.dat
87.02,-4.90460975e-07,1.15002903,0.00014426426,7.16416692e-05,7.26225911e-05,forceCoeffs-old.dat
87.03,-4.81306723e-07,1.15002694,0.000144321211,7.16792988e-05,7.26419122e-05,forceCoeffs-old.dat
87.04,-4.72132685e-07,1.15002486,0.000144472186,7.17639602e-05,7.27082255e-05,forceCoeffs-old.dat
87.05,-4.6293914e-07,1.15002269,0.000144539437,7.18067792e-05,7.27326575e-05,forceCoeffs-old.dat
87.06,-4.5372605e-07,1.15002058,0.000144600103,7.18463257e-05,7.27537778e-05,forceCoeffs-old.dat
87.07,-4.4449359e-07,1.15001849,0.000144659995,7.18855037e-05,7.27744908e-05,forceCoeffs-old.dat
87.08,-4.35241922e-07,1.15001639,0.000144718161,7.19238388e-05,7.27943226e-05,forceCoeffs-old.dat
87.09,-4.25971188e-07,1.15001429,0.000144774259,7.19611585e-05,7.28131009e-05,forceCoeffs-old.dat
87.1,-4.16681508e-07,1.15001219,0.000144828885,7.1997761e-05,7.2831124e-05,forceCoeffs-old.dat
87.11,-4.07373e-07,1.1500101,0.000144881501,7.20333773e-05,7.28481233e-05,forceCoeffs-old.dat
87.12,-3.9804578e-07,1.150008,0.000144931908,7.20679084e-05,7.2864e-05,forceCoeffs-old.dat
87.13,-3.88699966e-07,1.1500059,0.000144978955,7.21007778e-05,7.28781777e-05,forceCoeffs-old.dat
87.14,-3.79335697e-07,1.15000381,0.0001450131,7.21272143e-05,7.28858857e-05,forceCoeffs-old.dat
87.15,-3.69953018e-07,1.15000171,0.000145078679,7.21693862e-05,7.29092923e-05,forceCoeffs-old.dat
87.16,-3.60552138e-07,1.14999961,0.000145115514,7.21972049e-05,7.29183092e-05,forceCoeffs-old.dat
87.17,-3.51133154e-07,1.14999752,0.000145155785,7.22267595e-05,7.29290258e-05,forceCoeffs-old.dat
87.18,-3.41696186e-07,1.14999543,0.000145192724,7.22546657e-05,7.29380581e-05,forceCoeffs-old.dat
87.19,-3.32241362e-07,1.14999334,0.000145227474,7.22814959e-05,7.29459786e-05,forceCoeffs-old.dat
87.2,-3.22768798e-07,1.14999125,0.000145258882,7.23066722e-05,7.29522098e-05,forceCoeffs-old.dat
87.21,-3.1327862e-07,1.14998915,0.000145289865,7.23316539e-05,7.29582112e-05,forceCoeffs-old.dat
87.22,-3.03770954e-07,1.14998707,0.000145320287,7.23563725e-05,7.29639144e-05,forceCoeffs-old.dat
